Elevação;Latitude;Longitude
207.3727416992188;-26.856695;-49.29616928
157.4282379150391;-26.856695;-49.29416928
109.7570648193359;-26.856695;-49.29216928
86.00497436523438;-26.856695;-49.29016927999999
76.17153930664062;-26.856695;-49.28816927999999
78.52545928955078;-26.856695;-49.28616927999999
68.59261322021484;-26.856695;-49.28416927999999
75.51470947265625;-26.856695;-49.28216927999998
99.67440032958984;-26.856695;-49.28016927999998
78.8304443359375;-26.856695;-49.27816927999998
72.15243530273438;-26.856695;-49.27616927999998
70.10955810546875;-26.856695;-49.27416927999997
80.23033142089844;-26.856695;-49.27216927999997
76.47228240966797;-26.856695;-49.27016927999997
62.18114471435547;-26.856695;-49.26816927999997
66.75634765625;-26.856695;-49.26616927999996
61.35095596313477;-26.856695;-49.26416927999996
64.86912536621094;-26.856695;-49.26216927999996
64.9421615600586;-26.856695;-49.26016927999996
66.59151458740234;-26.856695;-49.25816927999995
72.44132995605469;-26.856695;-49.25616927999995
76.96184539794922;-26.856695;-49.25416927999995
69.27163696289062;-26.856695;-49.25216927999995
80.07490539550781;-26.856695;-49.25016927999994
134.6009979248047;-26.856695;-49.24816927999994
165.5400390625;-26.856695;-49.24616927999994
155.4844055175781;-26.856695;-49.24416927999994
246.8877410888672;-26.854695;-49.29616928
193.5809936523438;-26.854695;-49.29416928
108.6738586425781;-26.854695;-49.29216928
74.0317153930664;-26.854695;-49.29016927999999
80.14847564697266;-26.854695;-49.28816927999999
110.3080444335938;-26.854695;-49.28616927999999
79.89091491699219;-26.854695;-49.28416927999999
90.4556655883789;-26.854695;-49.28216927999998
107.1996612548828;-26.854695;-49.28016927999998
101.7704238891602;-26.854695;-49.27816927999998
99.634765625;-26.854695;-49.27616927999998
83.1286849975586;-26.854695;-49.27416927999997
66.39558410644531;-26.854695;-49.27216927999997
65.12735748291016;-26.854695;-49.27016927999997
64.95674133300781;-26.854695;-49.26816927999997
63.03055572509766;-26.854695;-49.26616927999996
64.16236114501953;-26.854695;-49.26416927999996
64.0;-26.854695;-49.26216927999996
64.34748840332031;-26.854695;-49.26016927999996
66.45860290527344;-26.854695;-49.25816927999995
62.55875396728516;-26.854695;-49.25616927999995
64.00656127929688;-26.854695;-49.25416927999995
68.69078063964844;-26.854695;-49.25216927999995
82.16256713867188;-26.854695;-49.25016927999994
142.3992919921875;-26.854695;-49.24816927999994
182.5226135253906;-26.854695;-49.24616927999994
183.73876953125;-26.854695;-49.24416927999994
268.8211059570312;-26.852695;-49.29616928
221.6275939941406;-26.852695;-49.29416928
127.7883834838867;-26.852695;-49.29216928
80.8290786743164;-26.852695;-49.29016927999999
72.15650939941406;-26.852695;-49.28816927999999
79.5085678100586;-26.852695;-49.28616927999999
88.9752197265625;-26.852695;-49.28416927999999
71.38736724853516;-26.852695;-49.28216927999998
95.90483856201172;-26.852695;-49.28016927999998
119.2494201660156;-26.852695;-49.27816927999998
85.2300796508789;-26.852695;-49.27616927999998
73.4260482788086;-26.852695;-49.27416927999997
63.6332893371582;-26.852695;-49.27216927999997
66.88475036621094;-26.852695;-49.27016927999997
64.97003936767578;-26.852695;-49.26816927999997
63.94863510131836;-26.852695;-49.26616927999996
67.0750732421875;-26.852695;-49.26416927999996
68.33428192138672;-26.852695;-49.26216927999996
63.5248908996582;-26.852695;-49.26016927999996
64.29927062988281;-26.852695;-49.25816927999995
69.10762023925781;-26.852695;-49.25616927999995
69.3752212524414;-26.852695;-49.25416927999995
74.84664154052734;-26.852695;-49.25216927999995
86.79987335205078;-26.852695;-49.25016927999994
130.7868041992188;-26.852695;-49.24816927999994
150.5792999267578;-26.852695;-49.24616927999994
186.0342102050781;-26.852695;-49.24416927999994
288.9116516113281;-26.850695;-49.29616928
228.5253448486328;-26.850695;-49.29416928
135.1698608398438;-26.850695;-49.29216928
84.15857696533203;-26.850695;-49.29016927999999
80.12242889404297;-26.850695;-49.28816927999999
71.06999206542969;-26.850695;-49.28616927999999
87.32569122314453;-26.850695;-49.28416927999999
70.46694946289062;-26.850695;-49.28216927999998
96.15383911132812;-26.850695;-49.28016927999998
91.92091369628906;-26.850695;-49.27816927999998
80.74090576171875;-26.850695;-49.27616927999998
66.26152038574219;-26.850695;-49.27416927999997
64.45673370361328;-26.850695;-49.27216927999997
62.15883255004883;-26.850695;-49.27016927999997
61.09848022460938;-26.850695;-49.26816927999997
62.6725959777832;-26.850695;-49.26616927999996
64.29438018798828;-26.850695;-49.26416927999996
66.97152709960938;-26.850695;-49.26216927999996
65.79544830322266;-26.850695;-49.26016927999996
62.56244277954102;-26.850695;-49.25816927999995
71.89289093017578;-26.850695;-49.25616927999995
81.58229064941406;-26.850695;-49.25416927999995
90.37755584716797;-26.850695;-49.25216927999995
100.2966995239258;-26.850695;-49.25016927999994
124.0736465454102;-26.850695;-49.24816927999994
155.9941558837891;-26.850695;-49.24616927999994
192.6788940429688;-26.850695;-49.24416927999994
341.2965087890625;-26.848695;-49.29616928
255.2501220703125;-26.848695;-49.29416928
153.7130889892578;-26.848695;-49.29216928
90.75108337402344;-26.848695;-49.29016927999999
81.1070556640625;-26.848695;-49.28816927999999
83.36080932617188;-26.848695;-49.28616927999999
69.89375305175781;-26.848695;-49.28416927999999
86.40299987792969;-26.848695;-49.28216927999998
81.72246551513672;-26.848695;-49.28016927999998
82.6337890625;-26.848695;-49.27816927999998
67.87832641601562;-26.848695;-49.27616927999998
62.27824783325195;-26.848695;-49.27416927999997
60.75387573242188;-26.848695;-49.27216927999997
61.66699600219727;-26.848695;-49.27016927999997
62.02927017211914;-26.848695;-49.26816927999997
66.67993927001953;-26.848695;-49.26616927999996
67.397216796875;-26.848695;-49.26416927999996
66.69630432128906;-26.848695;-49.26216927999996
65.66586303710938;-26.848695;-49.26016927999996
66.06182861328125;-26.848695;-49.25816927999995
71.88143920898438;-26.848695;-49.25616927999995
83.48384857177734;-26.848695;-49.25416927999995
79.93901824951172;-26.848695;-49.25216927999995
92.30382537841797;-26.848695;-49.25016927999994
125.224250793457;-26.848695;-49.24816927999994
155.2438507080078;-26.848695;-49.24616927999994
202.8992462158203;-26.848695;-49.24416927999994
355.9164123535156;-26.846695;-49.29616928
258.2974548339844;-26.846695;-49.29416928
166.9948120117188;-26.846695;-49.29216928
91.55070495605469;-26.846695;-49.29016927999999
75.09915161132812;-26.846695;-49.28816927999999
74.60489654541016;-26.846695;-49.28616927999999
76.0594482421875;-26.846695;-49.28416927999999
98.26988983154297;-26.846695;-49.28216927999998
104.2300491333008;-26.846695;-49.28016927999998
105.8670425415039;-26.846695;-49.27816927999998
65.32772064208984;-26.846695;-49.27616927999998
64.1932601928711;-26.846695;-49.27416927999997
66.1939926147461;-26.846695;-49.27216927999997
67.33317565917969;-26.846695;-49.27016927999997
64.0;-26.846695;-49.26816927999997
65.96044921875;-26.846695;-49.26616927999996
70.37334442138672;-26.846695;-49.26416927999996
72.43267822265625;-26.846695;-49.26216927999996
70.76139068603516;-26.846695;-49.26016927999996
72.74166107177734;-26.846695;-49.25816927999995
66.83470153808594;-26.846695;-49.25616927999995
67.69486236572266;-26.846695;-49.25416927999995
77.09100341796875;-26.846695;-49.25216927999995
98.01895904541016;-26.846695;-49.25016927999994
120.2223815917969;-26.846695;-49.24816927999994
171.3154144287109;-26.846695;-49.24616927999994
197.2220306396484;-26.846695;-49.24416927999994
371.4999389648438;-26.84469500000001;-49.29616928
274.6921691894531;-26.84469500000001;-49.29416928
177.7642517089844;-26.84469500000001;-49.29216928
100.1043167114258;-26.84469500000001;-49.29016927999999
69.81932067871094;-26.84469500000001;-49.28816927999999
67.84417724609375;-26.84469500000001;-49.28616927999999
67.42070007324219;-26.84469500000001;-49.28416927999999
71.52313232421875;-26.84469500000001;-49.28216927999998
70.71280670166016;-26.84469500000001;-49.28016927999998
74.67832946777344;-26.84469500000001;-49.27816927999998
64.26204681396484;-26.84469500000001;-49.27616927999998
64.0;-26.84469500000001;-49.27416927999997
64.74971008300781;-26.84469500000001;-49.27216927999997
68.78638458251953;-26.84469500000001;-49.27016927999997
66.95584869384766;-26.84469500000001;-49.26816927999997
68.00556182861328;-26.84469500000001;-49.26616927999996
69.86465454101562;-26.84469500000001;-49.26416927999996
80.15766906738281;-26.84469500000001;-49.26216927999996
77.24517059326172;-26.84469500000001;-49.26016927999996
69.81593322753906;-26.84469500000001;-49.25816927999995
66.57085418701172;-26.84469500000001;-49.25616927999995
68.65846252441406;-26.84469500000001;-49.25416927999995
81.47252655029297;-26.84469500000001;-49.25216927999995
100.0423583984375;-26.84469500000001;-49.25016927999994
123.9017868041992;-26.84469500000001;-49.24816927999994
155.5938415527344;-26.84469500000001;-49.24616927999994
148.3247680664062;-26.84469500000001;-49.24416927999994
365.72998046875;-26.84269500000001;-49.29616928
304.8443298339844;-26.84269500000001;-49.29416928
194.2476348876953;-26.84269500000001;-49.29216928
109.7549591064453;-26.84269500000001;-49.29016927999999
74.88862609863281;-26.84269500000001;-49.28816927999999
83.0805892944336;-26.84269500000001;-49.28616927999999
81.99848937988281;-26.84269500000001;-49.28416927999999
74.85749816894531;-26.84269500000001;-49.28216927999998
64.21176147460938;-26.84269500000001;-49.28016927999998
66.1689224243164;-26.84269500000001;-49.27816927999998
69.81077575683594;-26.84269500000001;-49.27616927999998
65.34941101074219;-26.84269500000001;-49.27416927999997
64.8971176147461;-26.84269500000001;-49.27216927999997
66.86970520019531;-26.84269500000001;-49.27016927999997
67.50798797607422;-26.84269500000001;-49.26816927999997
67.47785186767578;-26.84269500000001;-49.26616927999996
70.6346206665039;-26.84269500000001;-49.26416927999996
78.00820922851562;-26.84269500000001;-49.26216927999996
76.97637176513672;-26.84269500000001;-49.26016927999996
